DateTime,gradient
10/12/2015 9:45,-0.008774641
10/12/2015 10:00,-0.008787777
10/12/2015 10:15,-0.008781136
10/12/2015 10:30,-0.008781136
10/12/2015 10:45,-0.008836338
10/12/2015 11:00,-0.008878418
10/12/2015 11:15,-0.008843058
10/12/2015 11:30,-0.008843058
10/12/2015 11:45,-0.008677346
10/12/2015 12:00,-0.008781136
10/12/2015 12:15,-0.008781136
10/12/2015 12:30,-0.008719565
10/12/2015 12:45,-0.008794565
10/12/2015 13:00,-0.00873254
10/12/2015 13:15,-0.00873254
10/12/2015 13:30,-0.008781136
10/12/2015 13:45,-0.00873254
10/12/2015 14:00,-0.008856935
10/12/2015 14:15,-0.008787777
10/12/2015 14:30,-0.008794565
10/12/2015 14:45,-0.00873254
10/12/2015 15:00,-0.008787777
10/12/2015 15:15,-0.008781136
10/12/2015 15:30,-0.008787777
10/12/2015 15:45,-0.008739248
10/12/2015 16:00,-0.008891583
10/12/2015 16:15,-0.008794565
10/12/2015 16:30,-0.008794565
10/12/2015 16:45,-0.008905325
10/12/2015 17:00,-0.008690749
10/12/2015 17:15,-0.008898382
10/12/2015 17:30,-0.00894687
10/12/2015 17:45,-0.008794565
10/12/2015 18:00,-0.008794565
10/12/2015 18:15,-0.008787777
10/12/2015 18:30,-0.008898382
10/12/2015 18:45,-0.008781136
10/12/2015 19:00,-0.008801498
10/12/2015 19:15,-0.008787777
10/12/2015 19:30,-0.008774641
10/12/2015 19:45,-0.008836338
10/12/2015 20:00,-0.008836338
10/12/2015 20:15,-0.008884928
10/12/2015 20:30,-0.008823332
10/12/2015 20:45,-0.008884928
10/12/2015 21:00,-0.008774641
10/12/2015 21:15,-0.008836338
10/12/2015 21:30,-0.008670866
10/12/2015 21:45,-0.00873254
10/12/2015 22:00,-0.00873254
10/12/2015 22:15,-0.008781136
10/12/2015 22:30,-0.008725978
10/12/2015 22:45,-0.008781136
10/12/2015 23:00,-0.008823332
10/12/2015 23:15,-0.008823332
10/12/2015 23:30,-0.008774641
10/12/2015 23:45,-0.008829762
10/13/2015 0:00,-0.008829762
10/13/2015 0:15,-0.008823332
10/13/2015 0:30,-0.008774641
10/13/2015 0:45,-0.008725978
10/13/2015 1:00,-0.00873254
10/13/2015 1:15,-0.008843058
10/13/2015 1:30,-0.008774641
10/13/2015 1:45,-0.008843058
10/13/2015 2:00,-0.008829762
10/13/2015 2:15,-0.008891583
10/13/2015 2:30,-0.008774641
10/13/2015 2:45,-0.008719565
10/13/2015 3:00,-0.008843058
10/13/2015 3:15,-0.008677346
10/13/2015 3:30,-0.008781136
10/13/2015 3:45,-0.008719565
10/13/2015 4:00,-0.008781136
10/13/2015 4:15,-0.008725978
10/13/2015 4:30,-0.008781136
10/13/2015 4:45,-0.008725978
10/13/2015 5:00,-0.008884928
10/13/2015 5:15,-0.008781136
10/13/2015 5:30,-0.008836338
10/13/2015 5:45,-0.008781136
10/13/2015 6:00,-0.008781136
10/13/2015 6:15,-0.008781136
10/13/2015 6:30,-0.008829762
10/13/2015 6:45,-0.008768293
10/13/2015 7:00,-0.008725978
10/13/2015 7:15,-0.008719565
10/13/2015 7:30,-0.008787777
10/13/2015 7:45,-0.008719565
10/13/2015 8:00,-0.00873254
10/13/2015 8:15,-0.008683973
10/13/2015 8:30,-0.008677346
10/13/2015 8:45,-0.008725978
10/13/2015 9:00,-0.008677346
10/13/2015 9:15,-0.008768293
10/13/2015 9:30,-0.008683973
10/13/2015 9:45,-0.008677346
10/13/2015 10:00,-0.008677346
10/13/2015 10:15,-0.008635438
10/13/2015 10:30,-0.008725978
10/13/2015 10:45,-0.008628743
10/13/2015 11:00,-0.008725978
10/13/2015 11:15,-0.008781136
10/13/2015 11:30,-0.008774641
10/13/2015 11:45,-0.008664535
10/13/2015 12:00,-0.008719565
10/13/2015 12:15,-0.008725978
10/13/2015 12:30,-0.008690749
10/13/2015 12:45,-0.008725978
10/13/2015 13:00,-0.008725978
10/13/2015 13:15,-0.008725978
10/13/2015 13:30,-0.008725978
10/13/2015 13:45,-0.008713299
10/13/2015 14:00,-0.008774641
10/13/2015 14:15,-0.008829762
10/13/2015 14:30,-0.008628743
10/13/2015 14:45,-0.008768293
10/13/2015 15:00,-0.008670866
10/13/2015 15:15,-0.008622196
10/13/2015 15:30,-0.008622196
10/13/2015 15:45,-0.008781136
10/13/2015 16:00,-0.008725978
10/13/2015 16:15,-0.008787777
10/13/2015 16:30,-0.008781136
10/13/2015 16:45,-0.008677346
10/13/2015 17:00,-0.008580171
10/13/2015 17:15,-0.00873254
10/13/2015 17:30,-0.008512036
10/13/2015 17:45,-0.008622196
10/13/2015 18:00,-0.008635438
10/13/2015 18:15,-0.008677346
10/13/2015 18:30,-0.008670866
10/13/2015 18:45,-0.008622196
10/13/2015 19:00,-0.008628743
10/13/2015 19:15,-0.008524947
10/13/2015 19:30,-0.008560779
10/13/2015 19:45,-0.008677346
10/13/2015 20:00,-0.008567093
10/13/2015 20:15,-0.008518416
10/13/2015 20:30,-0.008518416
10/13/2015 20:45,-0.008560779
10/13/2015 21:00,-0.008560779
10/13/2015 21:15,-0.008573557
10/13/2015 21:30,-0.008573557
10/13/2015 21:45,-0.008560779
10/13/2015 22:00,-0.008567093
10/13/2015 22:15,-0.008512036
10/13/2015 22:30,-0.008457026
10/13/2015 22:45,-0.008505807
10/13/2015 23:00,-0.008512036
10/13/2015 23:15,-0.008505807
10/13/2015 23:30,-0.008548605
10/13/2015 23:45,-0.00849973
10/14/2015 0:00,-0.008444893
10/14/2015 0:15,-0.008457026
10/14/2015 0:30,-0.008457026
10/14/2015 0:45,-0.008457026
10/14/2015 1:00,-0.008505807
10/14/2015 1:15,-0.008560779
10/14/2015 1:30,-0.008505807
10/14/2015 1:45,-0.008548605
10/14/2015 2:00,-0.008560779
10/14/2015 2:15,-0.008615799
10/14/2015 2:30,-0.008548605
10/14/2015 2:45,-0.008554617
10/14/2015 3:00,-0.008609552
10/14/2015 3:15,-0.00849973
10/14/2015 3:30,-0.008548605
10/14/2015 3:45,-0.008548605
10/14/2015 4:00,-0.00849973
10/14/2015 4:15,-0.008560779
10/14/2015 4:30,-0.008493805
10/14/2015 4:45,-0.008457026
10/14/2015 5:00,-0.008554617
10/14/2015 5:15,-0.008548605
10/14/2015 5:30,-0.00865232
10/14/2015 5:45,-0.00849973
10/14/2015 6:00,-0.008548605
10/14/2015 6:15,-0.008548605
10/14/2015 6:30,-0.008554617
10/14/2015 6:45,-0.008554617
10/14/2015 7:00,-0.00849973
10/14/2015 7:15,-0.00838436
10/14/2015 7:30,-0.00838436
10/14/2015 7:45,-0.008402065
10/14/2015 8:00,-0.008450883
10/14/2015 8:15,-0.008439057
10/14/2015 8:30,-0.008439057
10/14/2015 8:45,-0.008324215
10/14/2015 9:00,-0.008433374
10/14/2015 9:15,-0.00837333
10/14/2015 9:30,-0.00849973
10/14/2015 9:45,-0.008439057
10/14/2015 10:00,-0.008378767
10/14/2015 10:15,-0.008341185
10/14/2015 10:30,-0.008390107
10/14/2015 10:45,-0.00838436
10/14/2015 11:00,-0.008324215
10/14/2015 11:15,-0.008378767
10/14/2015 11:30,-0.008488033
10/14/2015 11:45,-0.008335373
10/14/2015 12:00,-0.00838436
10/14/2015 12:15,-0.008378767
10/14/2015 12:30,-0.008280691
10/14/2015 12:45,-0.008280691
10/14/2015 13:00,-0.008390107
10/14/2015 13:15,-0.008341185
10/14/2015 13:30,-0.00838436
10/14/2015 13:45,-0.008433374
10/14/2015 14:00,-0.008378767
10/14/2015 14:15,-0.008439057
10/14/2015 14:30,-0.008439057
10/14/2015 14:45,-0.008329716
10/14/2015 15:00,-0.008427844
10/14/2015 15:15,-0.008444893
10/14/2015 15:30,-0.008335373
10/14/2015 15:45,-0.008390107
10/14/2015 16:00,-0.008427844
10/14/2015 16:15,-0.008275126
10/14/2015 16:30,-0.008329716
10/14/2015 16:45,-0.008341185
10/14/2015 17:00,-0.008231693
10/14/2015 17:15,-0.008324215
10/14/2015 17:30,-0.008286413
10/14/2015 17:45,-0.008226063
10/14/2015 18:00,-0.008378767
10/14/2015 18:15,-0.008269718
10/14/2015 18:30,-0.00837333
10/14/2015 18:45,-0.00838436
10/14/2015 19:00,-0.008378767
10/14/2015 19:15,-0.00831887
10/14/2015 19:30,-0.008280691
10/14/2015 19:45,-0.008280691
10/14/2015 20:00,-0.00837333
10/14/2015 20:15,-0.00831887
10/14/2015 20:30,-0.008269718
10/14/2015 20:45,-0.00831887
10/14/2015 21:00,-0.008324215
10/14/2015 21:15,-0.008210122
10/14/2015 21:30,-0.008215277
10/14/2015 21:45,-0.00831887
10/14/2015 22:00,-0.008220591
10/14/2015 22:15,-0.008324215
10/14/2015 22:30,-0.008231693
10/14/2015 22:45,-0.008226063
10/14/2015 23:00,-0.008220591
10/14/2015 23:15,-0.008275126
10/14/2015 23:30,-0.008329716
10/14/2015 23:45,-0.008269718
10/15/2015 0:00,-0.008220591
10/15/2015 0:15,-0.008269718
10/15/2015 0:30,-0.008160894
10/15/2015 0:45,-0.008269718
10/15/2015 1:00,-0.008259374
10/15/2015 1:15,-0.008259374
10/15/2015 1:30,-0.00831887
10/15/2015 1:45,-0.008220591
10/15/2015 2:00,-0.008368047
10/15/2015 2:15,-0.008215277
10/15/2015 2:30,-0.008215277
10/15/2015 2:45,-0.008220591
10/15/2015 3:00,-0.008160894
10/15/2015 3:15,-0.008215277
10/15/2015 3:30,-0.008155835
10/15/2015 3:45,-0.008166112
10/15/2015 4:00,-0.00817149
10/15/2015 4:15,-0.008106569
10/15/2015 4:30,-0.008215277
10/15/2015 4:45,-0.008166112
10/15/2015 5:00,-0.008226063
10/15/2015 5:15,-0.008269718
10/15/2015 5:30,-0.008324215
10/15/2015 5:45,-0.008269718
10/15/2015 6:00,-0.008215277
10/15/2015 6:15,-0.008264467
10/15/2015 6:30,-0.008215277
10/15/2015 6:45,-0.008215277
10/15/2015 7:00,-0.008313682
10/15/2015 7:15,-0.008313682
10/15/2015 7:30,-0.008210122
10/15/2015 7:45,-0.008264467
10/15/2015 8:00,-0.008264467
10/15/2015 8:15,-0.008101608
10/15/2015 8:30,-0.008215277
10/15/2015 8:45,-0.008155835
10/15/2015 9:00,-0.008160894
10/15/2015 9:15,-0.008166112
10/15/2015 9:30,-0.008166112
10/15/2015 9:45,-0.008160894
10/15/2015 10:00,-0.008106569
10/15/2015 10:15,-0.008155835
10/15/2015 10:30,-0.008166112
10/15/2015 10:45,-0.008215277
10/15/2015 11:00,-0.008220591
10/15/2015 11:15,-0.008116973
10/15/2015 11:30,-0.008116973
10/15/2015 11:45,-0.008160894
10/15/2015 12:00,-0.008106569
10/15/2015 12:15,-0.008106569
10/15/2015 12:30,-0.008057328
10/15/2015 12:45,-0.008111691
10/15/2015 13:00,-0.008111691
10/15/2015 13:15,-0.008116973
10/15/2015 13:30,-0.008106569
10/15/2015 13:45,-0.008111691
10/15/2015 14:00,-0.008106569
10/15/2015 14:15,-0.008096808
10/15/2015 14:30,-0.008155835
10/15/2015 14:45,-0.008303775
10/15/2015 15:00,-0.008264467
10/15/2015 15:15,-0.008215277
10/15/2015 15:30,-0.008146197
10/15/2015 15:45,-0.008106569
10/15/2015 16:00,-0.008155835
10/15/2015 16:15,-0.008200287
10/15/2015 16:30,-0.008106569
10/15/2015 16:45,-0.008155835
10/15/2015 17:00,-0.008106569
10/15/2015 17:15,-0.008106569
10/15/2015 17:30,-0.008106569
10/15/2015 17:45,-0.007993339
10/15/2015 18:00,-0.007993339
10/15/2015 18:15,-0.007993339
10/15/2015 18:30,-0.007948781
10/15/2015 18:45,-0.007988742
10/15/2015 19:00,-0.0079981
10/15/2015 19:15,-0.007993339
10/15/2015 19:30,-0.008052304
10/15/2015 19:45,-0.008047442
10/15/2015 20:00,-0.007939299
10/15/2015 20:15,-0.008042743
10/15/2015 20:30,-0.007993339
10/15/2015 20:45,-0.0079981
10/15/2015 21:00,-0.007939299
10/15/2015 21:15,-0.007943958
10/15/2015 21:30,-0.008003024
10/15/2015 21:45,-0.00788988
10/15/2015 22:00,-0.007939299
10/15/2015 22:15,-0.0079981
10/15/2015 22:30,-0.00788988
10/15/2015 22:45,-0.008096808
10/15/2015 23:00,-0.00788988
10/15/2015 23:15,-0.007943958
10/15/2015 23:30,-0.007993339
10/15/2015 23:45,-0.007840484
10/16/2015 0:00,-0.00788988
10/16/2015 0:15,-0.007835866
10/16/2015 0:30,-0.00788988
10/16/2015 0:45,-0.007939299
10/16/2015 1:00,-0.007993339
10/16/2015 1:15,-0.007988742
10/16/2015 1:30,-0.007939299
10/16/2015 1:45,-0.007827133
10/16/2015 2:00,-0.007840484
10/16/2015 2:15,-0.007840484
10/16/2015 2:30,-0.00788988
10/16/2015 2:45,-0.0079981
10/16/2015 3:00,-0.00788988
10/16/2015 3:15,-0.007934805
10/16/2015 3:30,-0.007930476
10/16/2015 3:45,-0.007934805
10/16/2015 4:00,-0.007934805
10/16/2015 4:15,-0.007831416
10/16/2015 4:30,-0.007939299
10/16/2015 4:45,-0.007934805
10/16/2015 5:00,-0.007885325
10/16/2015 5:15,-0.007876712
10/16/2015 5:30,-0.007988742
10/16/2015 5:45,-0.007934805
10/16/2015 6:00,-0.007993339
10/16/2015 6:15,-0.00788988
10/16/2015 6:30,-0.008042743
10/16/2015 6:45,-0.008052304
10/16/2015 7:00,-0.008042743
10/16/2015 7:15,-0.007984308
10/16/2015 7:30,-0.007930476
10/16/2015 7:45,-0.007934805
10/16/2015 8:00,-0.007934805
10/16/2015 8:15,-0.007930476
10/16/2015 8:30,-0.007984308
10/16/2015 8:45,-0.007831416
10/16/2015 9:00,-0.007934805
10/16/2015 9:15,-0.007885325
10/16/2015 9:30,-0.007880935
10/16/2015 9:45,-0.007939299
10/16/2015 10:00,-0.007988742
10/16/2015 10:15,-0.007943958
10/16/2015 10:30,-0.008042743
10/16/2015 10:45,-0.007934805
10/16/2015 11:00,-0.007880935
10/16/2015 11:15,-0.00788988
10/16/2015 11:30,-0.007984308
10/16/2015 11:45,-0.007885325
10/16/2015 12:00,-0.00788988
10/16/2015 12:15,-0.007930476
10/16/2015 12:30,-0.007880935
10/16/2015 12:45,-0.007930476
10/16/2015 13:00,-0.007980039
10/16/2015 13:15,-0.00788988
10/16/2015 13:30,-0.007827133
10/16/2015 13:45,-0.007876712
10/16/2015 14:00,-0.007885325
10/16/2015 14:15,-0.007840484
10/16/2015 14:30,-0.007781919
10/16/2015 14:45,-0.007934805
10/16/2015 15:00,-0.007880935
10/16/2015 15:15,-0.007835866
10/16/2015 15:30,-0.007835866
10/16/2015 15:45,-0.007939299
10/16/2015 16:00,-0.00788988
10/16/2015 16:15,-0.007880935
10/16/2015 16:30,-0.007831416
10/16/2015 16:45,-0.007835866
10/16/2015 17:00,-0.007984308
10/16/2015 17:15,-0.007934805
10/16/2015 17:30,-0.007934805
10/16/2015 17:45,-0.007880935
10/16/2015 18:00,-0.007831416
10/16/2015 18:15,-0.007885325
10/16/2015 18:30,-0.007876712
10/16/2015 18:45,-0.007827133
10/16/2015 19:00,-0.007880935
10/16/2015 19:15,-0.007934805
10/16/2015 19:30,-0.007827133
10/16/2015 19:45,-0.007876712
10/16/2015 20:00,-0.007876712
10/16/2015 20:15,-0.007827133
10/16/2015 20:30,-0.007934805
10/16/2015 20:45,-0.007930476
10/16/2015 21:00,-0.007781919
10/16/2015 21:15,-0.007880935
10/16/2015 21:30,-0.007777575
10/16/2015 21:45,-0.007876712
10/16/2015 22:00,-0.0077734
10/16/2015 22:15,-0.007769394
10/16/2015 22:30,-0.007765557
10/16/2015 22:45,-0.007666147
10/16/2015 23:00,-0.007719738
10/16/2015 23:15,-0.007715842
10/16/2015 23:30,-0.007765557
10/16/2015 23:45,-0.007769394
10/17/2015 0:00,-0.007769394
10/17/2015 0:15,-0.0077734
10/17/2015 0:30,-0.007712117
10/17/2015 0:45,-0.007719738
10/17/2015 1:00,-0.007765557
10/17/2015 1:15,-0.007719738
10/17/2015 1:30,-0.007769394
10/17/2015 1:45,-0.007769394
10/17/2015 2:00,-0.007765557
10/17/2015 2:15,-0.007712117
10/17/2015 2:30,-0.007815291
10/17/2015 2:45,-0.0077734
10/17/2015 3:00,-0.007823018
10/17/2015 3:15,-0.007715842
10/17/2015 3:30,-0.00781907
10/17/2015 3:45,-0.007872656
10/17/2015 4:00,-0.007712117
10/17/2015 4:15,-0.007823018
10/17/2015 4:30,-0.0077734
10/17/2015 4:45,-0.007815291
10/17/2015 5:00,-0.007769394
10/17/2015 5:15,-0.00781907
10/17/2015 5:30,-0.007823018
10/17/2015 5:45,-0.007823018
10/17/2015 6:00,-0.0077734
10/17/2015 6:15,-0.007823018
10/17/2015 6:30,-0.007723804
10/17/2015 6:45,-0.007715842
10/17/2015 7:00,-0.007723804
10/17/2015 7:15,-0.007815291
10/17/2015 7:30,-0.007719738
10/17/2015 7:45,-0.007723804
10/17/2015 8:00,-0.007715842
10/17/2015 8:15,-0.007876712
10/17/2015 8:30,-0.007769394
10/17/2015 8:45,-0.007712117
10/17/2015 9:00,-0.007761889
10/17/2015 9:15,-0.007719738
10/17/2015 9:30,-0.007769394
10/17/2015 9:45,-0.00781907
10/17/2015 10:00,-0.007719738
10/17/2015 10:15,-0.00781907
10/17/2015 10:30,-0.007815291
10/17/2015 10:45,-0.007865044
10/17/2015 11:00,-0.00781907
10/17/2015 11:15,-0.007761889
10/17/2015 11:30,-0.007662364
10/17/2015 11:45,-0.007872656
10/17/2015 12:00,-0.007815291
10/17/2015 12:15,-0.00775839
10/17/2015 12:30,-0.007705178
10/17/2015 12:45,-0.007815291
10/17/2015 13:00,-0.007761889
10/17/2015 13:15,-0.007808237
10/17/2015 13:30,-0.007811679
10/17/2015 13:45,-0.007815291
10/17/2015 14:00,-0.007769394
10/17/2015 14:15,-0.007715842
10/17/2015 14:30,-0.007861489
10/17/2015 14:45,-0.007708562
10/17/2015 15:00,-0.00781907
10/17/2015 15:15,-0.007765557
10/17/2015 15:30,-0.007811679
10/17/2015 15:45,-0.007761889
10/17/2015 16:00,-0.007715842
10/17/2015 16:15,-0.007708562
10/17/2015 16:30,-0.00775839
10/17/2015 16:45,-0.007761889
10/17/2015 17:00,-0.00781907
10/17/2015 17:15,-0.007765557
10/17/2015 17:30,-0.007666147
10/17/2015 17:45,-0.007765557
10/17/2015 18:00,-0.007765557
10/17/2015 18:15,-0.007708562
10/17/2015 18:30,-0.007765557
10/17/2015 18:45,-0.007761889
10/17/2015 19:00,-0.007815291
10/17/2015 19:15,-0.00781907
10/17/2015 19:30,-0.007761889
10/17/2015 19:45,-0.007808237
10/17/2015 20:00,-0.007804963
10/17/2015 20:15,-0.007765557
10/17/2015 20:30,-0.007811679
10/17/2015 20:45,-0.007808237
10/17/2015 21:00,-0.007761889
10/17/2015 21:15,-0.007761889
10/17/2015 21:30,-0.007765557
10/17/2015 21:45,-0.007605464
10/17/2015 22:00,-0.007655312
10/17/2015 22:15,-0.007751903
10/17/2015 22:30,-0.007605464
10/17/2015 22:45,-0.007655312
10/17/2015 23:00,-0.007602141
10/17/2015 23:15,-0.007655312
10/17/2015 23:30,-0.007708562
10/17/2015 23:45,-0.007698924
10/18/2015 0:00,-0.007811679
10/18/2015 0:15,-0.00775839
10/18/2015 0:30,-0.007861489
10/18/2015 0:45,-0.007705178
10/18/2015 1:00,-0.007701965
10/18/2015 1:15,-0.007808237
10/18/2015 1:30,-0.007755062
10/18/2015 1:45,-0.007801858
10/18/2015 2:00,-0.007751903
10/18/2015 2:15,-0.007751903
10/18/2015 2:30,-0.007808237
10/18/2015 2:45,-0.007808237
10/18/2015 3:00,-0.007808237
10/18/2015 3:15,-0.007808237
10/18/2015 3:30,-0.007751903
10/18/2015 3:45,-0.007801858
10/18/2015 4:00,-0.007854881
10/18/2015 4:15,-0.007701965
10/18/2015 4:30,-0.007755062
10/18/2015 4:45,-0.007854881
10/18/2015 5:00,-0.007701965
10/18/2015 5:15,-0.007748915
10/18/2015 5:30,-0.007755062
10/18/2015 5:45,-0.007848946
10/18/2015 6:00,-0.007801858
10/18/2015 6:15,-0.007751903
10/18/2015 6:30,-0.007755062
10/18/2015 6:45,-0.007746097
10/18/2015 7:00,-0.007808237
10/18/2015 7:15,-0.007804963
10/18/2015 7:30,-0.007705178
10/18/2015 7:45,-0.007861489
10/18/2015 8:00,-0.007804963
10/18/2015 8:15,-0.007858101
10/18/2015 8:30,-0.007696054
10/18/2015 8:45,-0.007698924
10/18/2015 9:00,-0.007801858
10/18/2015 9:15,-0.007751903
10/18/2015 9:30,-0.007796156
10/18/2015 9:45,-0.00785183
10/18/2015 10:00,-0.007801858
10/18/2015 10:15,-0.007804963
10/18/2015 10:30,-0.007755062
10/18/2015 10:45,-0.007755062
10/18/2015 11:00,-0.007755062
10/18/2015 11:15,-0.007748915
10/18/2015 11:30,-0.00785183
10/18/2015 11:45,-0.007751903
10/18/2015 12:00,-0.007693356
10/18/2015 12:15,-0.007746097
10/18/2015 12:30,-0.007846231
10/18/2015 12:45,-0.007690829
10/18/2015 13:00,-0.007638295
10/18/2015 13:15,-0.007748915
10/18/2015 13:30,-0.007801858
10/18/2015 13:45,-0.007696054
10/18/2015 14:00,-0.007643276
10/18/2015 14:15,-0.007693356
10/18/2015 14:30,-0.007746097
10/18/2015 14:45,-0.007740974
10/18/2015 15:00,-0.007688475
10/18/2015 15:15,-0.007638295
10/18/2015 15:30,-0.007638295
10/18/2015 15:45,-0.007636065
10/18/2015 16:00,-0.007690829
10/18/2015 16:15,-0.007640699
10/18/2015 16:30,-0.007846231
10/18/2015 16:45,-0.007690829
10/18/2015 17:00,-0.007740974
10/18/2015 17:15,-0.007693356
10/18/2015 17:30,-0.007686293
10/18/2015 17:45,-0.007740974
10/18/2015 18:00,-0.007738669
10/18/2015 18:15,-0.007738669
10/18/2015 18:30,-0.007791133
10/18/2015 18:45,-0.007738669
10/18/2015 19:00,-0.007841306
10/18/2015 19:15,-0.007791133
10/18/2015 19:30,-0.007843684
10/18/2015 19:45,-0.007738669
10/18/2015 20:00,-0.007788876
10/18/2015 20:15,-0.007738669
10/18/2015 20:30,-0.007896319
10/18/2015 20:45,-0.007736534
10/18/2015 21:00,-0.007791133
10/18/2015 21:15,-0.007791133
10/18/2015 21:30,-0.007843684
10/18/2015 21:45,-0.007891492
10/18/2015 22:00,-0.007891492
10/18/2015 22:15,-0.007843684
10/18/2015 22:30,-0.007848946
10/18/2015 22:45,-0.007738669
10/18/2015 23:00,-0.007791133
10/18/2015 23:15,-0.007896319
10/18/2015 23:30,-0.007896319
10/18/2015 23:45,-0.007896319
10/19/2015 0:00,-0.007843684
10/19/2015 0:15,-0.007843684
10/19/2015 0:30,-0.007788876
10/19/2015 0:45,-0.007791133
10/19/2015 1:00,-0.007791133
10/19/2015 1:15,-0.007943974
10/19/2015 1:30,-0.007896319
10/19/2015 1:45,-0.007846231
